shipment_id,origin,destination,distance_km,cost
18892,Germany,USA,9398,1551
18893,China,India,1256,1862
18894,India,USA,908,3414
18895,India,China,1422,2976
18896,USA,Germany,2775,1436
18897,India,Germany,2117,994
18898,USA,Germany,7798,4994
18899,China,China,3936,841
18900,Germany,China,4234,4216
18901,Germany,Germany,2180,3456
18902,India,USA,7147,2990
18903,China,India,5799,517
18904,China,India,1195,200
18905,India,Germany,6412,2188
18906,USA,India,4128,2743
18907,India,India,5133,2154
18908,China,India,7225,3193
18909,India,Germany,2403,1172
18910,China,China,6405,3197
18911,USA,Germany,1004,2357
18912,India,USA,7251,3795
18913,Germany,China,3368,4934
18914,USA,China,5203,4723
18915,China,India,1757,4620
18916,India,USA,1916,4939
18917,China,India,920,1414
18918,China,India,9893,4213
18919,China,Germany,3883,2539
18920,India,Germany,3853,4848
18921,USA,China,7818,1172
18922,USA,Germany,6463,150
18923,China,USA,8232,3464
18924,India,India,5385,2407
18925,India,China,9072,788
18926,Germany,Germany,3801,1662
18927,Germany,China,453,1539
18928,USA,USA,8805,1832
18929,China,China,1923,3278
18930,China,China,4961,4756
18931,USA,Germany,9267,3918
18932,India,USA,7858,3928
18933,Germany,India,2586,4608
18934,Germany,USA,1350,4325
18935,China,USA,6163,4800
18936,USA,USA,7222,4706
18937,USA,USA,3766,4320
18938,Germany,USA,3466,984
18939,USA,Germany,3069,1048
18940,USA,China,1255,3449
18941,Germany,China,4442,2366
18942,USA,China,6601,4514
18943,China,Germany,3413,4060
18944,China,India,4758,3969
18945,Germany,India,544,3380
18946,China,Germany,9594,2360
18947,China,China,592,4315
18948,China,USA,7943,226
18949,USA,China,7574,3644
18950,USA,India,1489,2948
18951,Germany,China,8950,1663
18952,Germany,Germany,3693,1636
18953,China,Germany,3371,906
18954,India,USA,9760,3053
18955,Germany,Germany,4817,937
18956,Germany,India,4260,2789
18957,Germany,China,5988,3701
18958,India,USA,7706,1881
18959,India,USA,2792,956
18960,India,India,7402,452
18961,India,India,3330,2404
18962,USA,Germany,1643,4487
18963,India,India,8684,4372
18964,China,USA,8227,2567
18965,India,China,2704,2037
18966,India,Germany,6735,271
18967,India,China,1266,334
18968,Germany,USA,792,1055
18969,USA,China,1869,2834
18970,China,Germany,4478,4540
18971,USA,USA,5109,3073
18972,India,USA,1805,2083
18973,China,USA,6248,4773
18974,China,Germany,1453,1040
18975,China,USA,4836,461
18976,USA,Germany,290,622
18977,China,USA,8057,1425
18978,India,USA,5945,1200
18979,India,USA,5079,1092
18980,China,Germany,5830,1795
18981,China,China,8974,3111
18982,USA,China,8258,2126
18983,Germany,USA,7050,1271
18984,China,Germany,6293,3427
18985,China,China,537,450
18986,Germany,India,1147,4290
18987,China,India,8121,4707
18988,USA,Germany,9197,1521
18989,India,USA,4040,2886
18990,Germany,Germany,9668,1193
18991,USA,USA,7811,3803
18992,China,USA,5761,145
18993,USA,Germany,145,3003
18994,China,India,2477,3295
18995,Germany,India,9740,2077
18996,Germany,Germany,3290,2356
18997,Germany,Germany,3124,1635
18998,USA,Germany,755,4092
18999,China,India,4666,293
19000,India,India,7550,574
19001,USA,USA,8680,2695
19002,USA,Germany,3601,4026
19003,China,India,369,3252
19004,Germany,Germany,5698,1085
19005,China,Germany,2397,1588
19006,USA,India,6864,4845
19007,Germany,USA,7318,1535
19008,India,USA,3902,472
19009,China,USA,4773,2572
19010,USA,USA,5149,4705
19011,Germany,USA,903,3251
19012,China,China,2634,1081
19013,China,USA,9480,556
19014,Germany,India,9823,2003
19015,Germany,USA,2348,3292
19016,India,China,9524,4554
19017,China,China,4029,4451
19018,USA,China,8974,2021
19019,Germany,India,6510,3424
19020,India,China,5552,3746
19021,Germany,USA,3694,460
19022,China,USA,6029,2925
19023,Germany,India,5036,629
19024,Germany,China,6061,1526
19025,India,India,2142,4727
19026,China,Germany,3158,1208
19027,USA,India,6838,4176
19028,Germany,Germany,877,4682
19029,Germany,Germany,8270,971
19030,Germany,India,3232,4628
19031,USA,China,8850,4346
19032,China,India,2884,3612
19033,Germany,China,6563,4569
19034,India,China,8883,2418
19035,Germany,India,2990,865
19036,Germany,China,3703,4934
19037,China,China,954,3387
19038,China,India,9776,116
19039,India,Germany,4792,1377
19040,India,Germany,1857,1433
19041,China,Germany,484,4935
19042,Germany,India,8104,2951
19043,China,USA,3337,1563
19044,China,India,4409,4453
19045,USA,Germany,900,2052
19046,Germany,China,6601,3759
19047,Germany,China,5163,4638
19048,India,Germany,145,332
19049,Germany,China,8457,1585
19050,China,Germany,6679,2205
19051,India,India,8777,3834
19052,India,Germany,8791,1940
19053,India,Germany,2932,3726
19054,USA,USA,8242,2963
19055,China,Germany,3125,695
19056,China,Germany,1021,4033
19057,China,USA,5980,4651
19058,India,USA,8240,3862
19059,India,China,1236,256
19060,Germany,Germany,6463,2491
19061,China,China,9311,2120
19062,Germany,Germany,9187,2067
19063,USA,China,4338,2509
19064,Germany,China,9058,2691
19065,USA,China,5621,408
19066,Germany,Germany,1333,4840
19067,China,India,8580,1455
19068,Germany,USA,7507,4553
19069,Germany,USA,5825,604
19070,India,Germany,8454,3771
19071,India,India,890,3682
19072,China,Germany,2080,3664
19073,China,India,8335,659
19074,Germany,Germany,4739,2979
19075,USA,Germany,139,3697
19076,Germany,China,3958,4168
19077,USA,India,6767,2062
19078,USA,Germany,6241,433
19079,USA,China,7397,1451
19080,USA,India,7594,709
19081,USA,USA,657,4861
19082,USA,China,9875,808
19083,Germany,USA,2042,1886
19084,India,China,9915,3305
19085,India,Germany,7459,3020
19086,China,USA,6491,1740
19087,Germany,China,1634,1402
19088,Germany,India,9744,2844
19089,China,China,3567,2814
19090,Germany,China,2918,2553
19091,India,China,6693,969
19092,India,Germany,4843,651
19093,India,Germany,8040,1553
19094,Germany,China,7000,2940
19095,China,China,5699,2479
19096,USA,China,3599,1139
19097,India,India,6446,123
19098,Germany,USA,5915,1315
19099,China,China,1637,103
19100,Germany,Germany,4258,3037
19101,India,USA,1357,4936
19102,China,India,154,819
19103,India,Germany,4995,4314
19104,India,Germany,6685,3465
19105,Germany,USA,1650,1843
19106,USA,India,3422,2753
19107,China,China,3942,1835
19108,India,USA,636,1228
19109,USA,China,910,1213
19110,Germany,Germany,3609,1910
19111,China,Germany,2436,3018
19112,Germany,China,1232,2538
19113,India,India,2916,308
19114,USA,China,4961,1585
19115,China,India,420,1161
19116,India,Germany,5173,3843
19117,Germany,India,6739,3074
19118,USA,USA,3432,2995
19119,China,China,7057,1154
19120,Germany,Germany,8001,2917
19121,Germany,China,4742,675
19122,Germany,Germany,424,2446
19123,India,India,7991,1019
19124,USA,USA,3803,249
19125,Germany,India,8547,4580
19126,USA,USA,7316,4334
19127,China,Germany,3196,4147
19128,Germany,India,6740,3090
19129,Germany,China,2192,4241
19130,China,India,2975,361
19131,Germany,China,6661,2021
19132,USA,Germany,2905,3216
19133,China,China,5418,705
19134,China,USA,4471,1080
19135,China,China,760,3052
19136,USA,USA,9878,2851
19137,China,China,2211,1623
19138,China,Germany,7222,159
19139,Germany,USA,4340,2566
19140,China,India,709,3918
19141,India,China,8061,1838
19142,China,Germany,2946,4404
19143,USA,India,8885,1310
19144,China,Germany,8171,2884
19145,USA,USA,2407,1698
19146,USA,China,4625,4923
19147,India,USA,3543,4995
19148,China,China,4010,2081
19149,China,USA,315,4382
19150,China,Germany,2500,2229
19151,India,Germany,1582,2075
19152,China,USA,323,4233
19153,Germany,India,3544,736
19154,India,USA,4558,116
19155,China,USA,2148,4244
19156,India,India,3081,2730
19157,USA,Germany,2972,751
19158,India,India,1014,3592
19159,India,India,855,4652
19160,China,USA,3296,4973
19161,USA,Germany,8027,1290
19162,USA,USA,8925,193
19163,Germany,USA,2280,1721
19164,China,USA,2115,440
19165,Germany,China,3608,3947
19166,China,USA,8152,4698
19167,China,Germany,95,1712
19168,India,USA,3580,3568
19169,USA,USA,2248,592
19170,Germany,USA,3351,3218
19171,India,USA,4043,1939
19172,Germany,USA,4340,2270
19173,India,China,8795,1780
19174,Germany,Germany,2389,3931
19175,China,USA,3979,4198
19176,USA,Germany,3181,3131
19177,USA,Germany,2259,1631
19178,Germany,Germany,8615,2292
19179,USA,Germany,1572,1030
19180,Germany,USA,2288,4079
19181,China,USA,1132,2245
19182,India,China,9099,459
19183,China,China,4557,451
19184,China,Germany,2946,2794
19185,China,USA,7610,2894
19186,USA,India,3180,591
19187,India,India,7642,3804
19188,Germany,Germany,4255,186
19189,China,China,6118,1223
19190,Germany,USA,2674,260
19191,India,India,9014,2160
19192,China,Germany,8174,2193
19193,Germany,China,6080,2057
19194,USA,India,9441,1968
19195,USA,India,817,585
19196,USA,Germany,3198,1822
19197,Germany,China,8320,2896
19198,Germany,USA,9191,1089
19199,India,Germany,3130,4375
19200,Germany,India,8088,3285
19201,Germany,India,7560,3177
19202,India,China,7435,597
19203,India,India,1927,995
19204,China,India,5161,4855
19205,Germany,USA,9333,4812
19206,USA,India,1572,3237
19207,USA,China,2829,2433
19208,India,USA,9778,246
19209,Germany,Germany,1013,1832
19210,India,Germany,2800,263
19211,India,Germany,4688,2625
19212,USA,USA,8397,2069
19213,India,USA,8481,1774
19214,India,USA,8359,2213
19215,China,China,6257,1528
19216,China,China,2755,2208
19217,China,India,8778,1294
19218,India,USA,2011,2861
19219,Germany,USA,5019,275
19220,USA,India,9466,3403
19221,China,Germany,4275,3274
19222,India,Germany,6968,3576
19223,USA,China,1581,3882
19224,India,USA,6163,2733
19225,USA,India,9808,921
19226,USA,China,1538,4895
19227,USA,China,9689,3717
19228,India,Germany,6178,2457
19229,Germany,Germany,1138,2953
19230,USA,Germany,8816,4349
19231,China,India,1883,4413
19232,USA,Germany,4325,2267
19233,India,India,8701,2939
19234,USA,India,547,3086
19235,India,USA,8590,617
19236,Germany,India,7724,2348
19237,USA,USA,8369,1170
19238,China,USA,549,3152
19239,India,Germany,1675,2440
19240,Germany,Germany,4428,534
19241,Germany,India,9655,4055
19242,USA,India,7743,1384
19243,China,India,9846,2959
19244,USA,USA,343,2550
19245,USA,USA,5055,1441
19246,India,Germany,8671,4736
19247,Germany,Germany,7004,1960
19248,China,USA,8901,1090
19249,USA,USA,2492,1797
19250,India,USA,5011,4219
19251,India,China,8577,3590
19252,China,Germany,4006,1366
19253,USA,Germany,6746,1070
19254,Germany,China,6071,1312
19255,USA,India,9906,4190
19256,India,India,7480,3898
19257,USA,USA,1440,3159
19258,India,India,1346,787
19259,Germany,Germany,6173,3829
19260,China,India,7457,4509
19261,USA,USA,1817,3362
19262,Germany,China,2323,4150
19263,India,Germany,6947,1684
19264,China,China,6052,4388
19265,USA,India,6483,144
19266,USA,China,7376,3213
19267,USA,Germany,3444,3850
19268,USA,China,2086,3421
19269,India,USA,8555,498
19270,Germany,Germany,4633,2472
19271,Germany,Germany,9252,2659
19272,Germany,China,4599,1260
19273,India,Germany,4912,3453
19274,USA,China,6117,3639
19275,China,Germany,8765,3578
19276,India,Germany,4832,4103
19277,Germany,China,6139,4860
19278,China,China,6871,2917
19279,Germany,Germany,1656,2478
19280,China,India,2620,865
19281,USA,USA,6795,850
19282,USA,USA,7818,4318
19283,India,China,5986,1424
19284,China,USA,7815,3954
19285,Germany,Germany,5759,4585
19286,USA,Germany,9603,798
19287,USA,China,1215,1463
19288,China,USA,2153,479
19289,India,India,8762,450
19290,USA,India,1515,3592
19291,India,India,7075,4872
19292,India,China,2422,2059
19293,India,Germany,2923,815
19294,India,Germany,3654,1626
19295,India,China,3609,322
19296,China,China,6961,2837
19297,India,China,3171,3687
19298,Germany,China,2237,2398
19299,China,China,5979,3115
19300,China,Germany,3249,4953
19301,India,India,3767,827
19302,China,India,2292,158
19303,USA,USA,8570,4248
19304,China,India,3114,4759
19305,China,USA,4820,585
19306,USA,China,8584,4966
19307,China,Germany,8253,1665
19308,India,China,8771,1833
19309,India,China,8954,1504
19310,USA,Germany,4736,4532
19311,India,India,6365,4794
19312,China,India,6750,4795
19313,China,India,8794,2044
19314,Germany,India,6318,2420
19315,China,India,1535,2168
19316,China,USA,414,2189
19317,USA,India,139,3773
19318,India,USA,2680,388
19319,China,China,9285,734
19320,India,USA,6181,3564
19321,Germany,USA,6744,2471
19322,USA,India,5641,3979
19323,Germany,India,4524,2488
19324,Germany,Germany,9844,4078
19325,China,USA,9855,4928
19326,USA,China,4971,1640
19327,USA,USA,3742,2075
19328,USA,Germany,1631,2955
19329,China,China,1483,4719
19330,USA,India,3713,4494
19331,China,China,5352,738
19332,China,India,6457,2977
19333,USA,China,4948,4698
19334,USA,India,593,670
19335,Germany,China,3172,1862
19336,India,China,932,576
19337,India,India,1490,2395
19338,India,India,3653,212
19339,China,USA,825,361
19340,India,USA,4952,4180
19341,India,USA,929,2095
19342,India,Germany,1748,558
19343,China,Germany,9007,4061
19344,USA,USA,4992,3516
19345,China,India,2116,688
19346,USA,USA,9423,2415
19347,India,China,7969,2640
19348,India,Germany,752,1240
19349,USA,USA,2805,1567
19350,Germany,India,8885,468
19351,Germany,India,246,2100
19352,China,China,8438,883
19353,China,China,4851,884
19354,India,Germany,9891,1551
19355,Germany,India,328,1628
19356,India,India,9516,1881
19357,China,Germany,6153,4114
19358,USA,USA,5049,1921
19359,China,China,8506,4603
19360,USA,India,1040,1005
19361,India,Germany,6855,2440
19362,India,India,159,3683
19363,USA,Germany,194,4474
19364,India,India,8963,3359
19365,Germany,Germany,1940,3692
19366,USA,USA,392,2740
19367,USA,China,1358,312
19368,India,Germany,9452,3400
19369,India,India,9895,2987
19370,India,Germany,5913,2722
19371,India,India,6043,2504
19372,Germany,Germany,3895,4802
19373,USA,USA,8717,985
19374,Germany,USA,9750,4623
19375,Germany,USA,2356,3860
19376,Germany,USA,3363,3671
19377,China,China,1921,1756
19378,USA,Germany,4318,1416
19379,USA,India,4718,3897
19380,Germany,USA,9239,2838
19381,India,India,6486,4335
19382,USA,China,8983,1202
19383,Germany,India,7422,3667
19384,USA,China,265,4886
19385,India,USA,9503,4140
19386,Germany,India,1900,3650
19387,Germany,China,6826,1122
19388,USA,USA,5073,469
19389,China,USA,9417,1509
19390,USA,China,338,2344
19391,Germany,China,641,2538
19392,USA,China,4349,4701
19393,China,Germany,877,3524
19394,India,USA,6362,3351
19395,India,China,3880,4924
19396,India,India,7279,2177
19397,India,USA,1058,614
19398,China,India,475,4021
19399,USA,India,4742,4796
19400,Germany,Germany,5093,1235
19401,Germany,China,8963,2423
19402,India,Germany,4485,1937
19403,USA,India,6920,4150
19404,India,India,9817,4797
19405,Germany,China,7360,2184
19406,USA,USA,5450,3081
19407,USA,India,1590,3705
19408,China,Germany,302,4494
19409,China,USA,4655,4698
19410,India,China,53,1816
19411,Germany,India,6366,2043
19412,Germany,India,5856,2462
19413,Germany,China,1032,4400
19414,India,USA,1114,2981
19415,China,USA,7462,3831
19416,India,China,1484,1671
19417,Germany,USA,5931,1203
19418,India,India,5654,1264
19419,China,USA,5080,4339
19420,Germany,China,7965,4195
19421,Germany,India,7240,243
19422,India,Germany,1388,2898
19423,Germany,China,6240,445
19424,India,Germany,3325,2674
19425,USA,Germany,8756,2911
19426,India,China,514,1581
19427,India,India,1031,2201
19428,Germany,USA,5362,376
19429,Germany,USA,3796,3733
19430,Germany,Germany,9661,446
19431,USA,India,5087,249
19432,China,USA,7886,1564
19433,USA,India,4778,420
19434,USA,Germany,7087,4740
19435,India,India,6694,3306
19436,India,USA,6589,4624
19437,Germany,Germany,4413,1061
19438,USA,USA,6436,3196
19439,India,Germany,2871,3585
19440,USA,Germany,3086,501
19441,India,USA,579,2071
19442,China,Germany,7918,2311
19443,Germany,Germany,5429,3130
19444,Germany,China,7782,419
19445,China,India,3763,4371
19446,USA,China,9547,2472
19447,China,USA,2265,2591
19448,India,India,5579,2204
19449,Germany,Germany,9020,2304
19450,Germany,Germany,2473,2464
19451,India,China,5799,3827
19452,Germany,Germany,8844,1007
19453,USA,Germany,4714,3237
19454,USA,USA,4516,4548
19455,USA,India,4719,540
19456,Germany,India,9267,2647
19457,India,USA,890,3332
19458,USA,USA,3286,2387
19459,Germany,China,4779,2627
19460,India,Germany,8231,232
19461,Germany,USA,9503,112
19462,USA,USA,7235,3235
19463,China,India,6710,920
19464,USA,China,5815,1728
19465,India,USA,7054,1516
19466,Germany,China,3108,4429
19467,India,USA,5769,4032
19468,USA,India,6920,1971
19469,Germany,India,9918,900
19470,Germany,China,1801,3540
19471,China,Germany,8833,3949
19472,China,Germany,1494,1382
19473,USA,China,1590,4975
19474,Germany,China,9767,4951
19475,India,Germany,1736,1444
19476,China,USA,8515,1212
19477,India,Germany,6286,240
19478,USA,Germany,6275,2136
19479,USA,Germany,1548,4903
